cas_number,chemical_name,wave,original_candidate_source,selection_source,selection_reason,selection_evidence,csv_assigned_group_id,true_cameo_groups,risk_relation,section10_categories,coverage_role,pubchem_verified,safety_flag,in_eval_testset,collection_status,selection_status
10048-95-0,SODIUM ARSENATE HEPTAHYDRATE,wave1,pool_supplement,wave1_topup,UNKNOWN(그룹 슬롯 자동 보충 — 물질 단위 개별 선정 근거 없음),01_collection/build_undergrad_target_list.py GROUP_TIER/TIER_SLOTS(근거 미기록) | evaluation_data:gold_pair.jsonl:pair::10048-95-0::107-97-1::t0;gold_pair.jsonl:pair::10048-95-0::107-97-1::t1;gold_pair.jsonl:pair::10048-95-0::107-97-1::t2,51,51;61,oxidizer,no_data,,MATCH,NOT_CHECKED,True,COLLECTED,UNSUPPORTED
10102-49-5,FERRIC ARSENATE,wave1,pool_supplement,wave1_topup,UNKNOWN(그룹 슬롯 자동 보충 — 물질 단위 개별 선정 근거 없음),01_collection/build_undergrad_target_list.py GROUP_TIER/TIER_SLOTS(근거 미기록) | evaluation_data:gold_pair.jsonl:pair::10102-49-5::105-74-8::t0;gold_pair.jsonl:pair::10102-49-5::105-74-8::t1;gold_pair.jsonl:pair::10102-49-5::105-74-8::t2,51,51;61,oxidizer,no_data,,MATCH,NOT_CHECKED,True,COLLECTED,UNSUPPORTED
1303-28-2,ARSENIC PENTOXIDE,wave1,pool_supplement,wave1_topup,UNKNOWN(그룹 슬롯 자동 보충 — 물질 단위 개별 선정 근거 없음),01_collection/build_undergrad_target_list.py GROUP_TIER/TIER_SLOTS(근거 미기록) | evaluation_data:gold_pair.jsonl:pair::102-08-9::1303-28-2::t0;gold_pair.jsonl:pair::102-08-9::1303-28-2::t1;gold_pair.jsonl:pair::102-08-9::1303-28-2::t2,51,5;15;51,oxidizer,no_data,,MATCH,NOT_CHECKED,True,COLLECTED,UNSUPPORTED
1312-03-4,"MERCURIC SUBSULFATE, [SOLID]",wave1,pool_supplement,wave1_topup,UNKNOWN(그룹 슬롯 자동 보충 — 물질 단위 개별 선정 근거 없음),01_collection/build_undergrad_target_list.py GROUP_TIER/TIER_SLOTS(근거 미기록) | evaluation_data:gold_pair.jsonl:pair::100-15-2::1312-03-4::t0;gold_pair.jsonl:pair::100-15-2::1312-03-4::t1;gold_pair.jsonl:pair::100-15-2::1312-03-4::t2,51,42;51;61,metal;oxidizer,no_data,,MATCH,NOT_CHECKED,True,COLLECTED,UNSUPPORTED
100-64-1,CYCLOHEXANONE OXIME,wave1,pool_supplement,wave1_topup,UNKNOWN(그룹 슬롯 자동 보충 — 물질 단위 개별 선정 근거 없음),01_collection/build_undergrad_target_list.py GROUP_TIER/TIER_SLOTS(근거 미기록) | evaluation_data:gold_pair.jsonl:pair::100-64-1::27176-87-0::t0;gold_pair.jsonl:pair::100-64-1::27176-87-0::t1;gold_pair.jsonl:pair::100-64-1::27176-87-0::t2,52,52,,combustible_reducing;water,scarce_group:52,MATCH,NOT_CHECKED,True,COLLECTED,KEEP_COVERAGE
105-64-6,DIISOPROPYL PEROXYDICARBONATE,wave1,pool_supplement,wave1_topup,UNKNOWN(그룹 슬롯 자동 보충 — 물질 단위 개별 선정 근거 없음),01_collection/build_undergrad_target_list.py GROUP_TIER/TIER_SLOTS(근거 미기록) | evaluation_data:gold_pair.jsonl:pair::105-64-6::105-74-8::t0;gold_pair.jsonl:pair::105-64-6::105-74-8::t1;gold_pair.jsonl:pair::105-64-6::105-74-8::t2,53,53,,combustible_reducing;water,,MATCH,NOT_CHECKED,True,COLLECTED,UNSUPPORTED
105-74-8,LAUROYL PEROXIDE,wave1,pool_supplement,wave1_topup,UNKNOWN(그룹 슬롯 자동 보충 — 물질 단위 개별 선정 근거 없음),01_collection/build_undergrad_target_list.py GROUP_TIER/TIER_SLOTS(근거 미기록) | evaluation_data:gold_pair.jsonl:pair::105-64-6::105-74-8::t0;gold_pair.jsonl:pair::105-64-6::105-74-8::t1;gold_pair.jsonl:pair::105-64-6::105-74-8::t2,53,53,,combustible_reducing;water,,MATCH,NOT_CHECKED,True,COLLECTED,UNSUPPORTED
131-52-2,SODIUM PENTACHLOROPHENATE,wave1,pool_supplement,wave1_topup,UNKNOWN(그룹 슬롯 자동 보충 — 물질 단위 개별 선정 근거 없음),01_collection/build_undergrad_target_list.py GROUP_TIER/TIER_SLOTS(근거 미기록) | evaluation_data:gold_pair.jsonl:pair::100-57-2::131-52-2::t0;gold_pair.jsonl:pair::100-57-2::131-52-2::t1;gold_pair.jsonl:pair::100-57-2::131-52-2::t2,54,16;54,,combustible_reducing;metal;water,,MATCH,NOT_CHECKED,True,COLLECTED,UNSUPPORTED
101-18-8,3-HYDROXY-N-PHENYLANILINE,wave1,pool_supplement,wave1_topup,UNKNOWN(그룹 슬롯 자동 보충 — 물질 단위 개별 선정 근거 없음),01_collection/build_undergrad_target_list.py GROUP_TIER/TIER_SLOTS(근거 미기록) | evaluation_data:gold_pair.jsonl:pair::101-18-8::7697-37-2::t0;gold_pair.jsonl:pair::101-18-8::7697-37-2::t1;gold_pair.jsonl:pair::101-18-8::7697-37-2::t2,55,14;55,,combustible_reducing;water,,MATCH,NOT_CHECKED,True,COLLECTED,UNSUPPORTED
10169-02-5,C.I. ACID RED 97,wave1,pool_supplement,wave1_topup,UNKNOWN(그룹 슬롯 자동 보충 — 물질 단위 개별 선정 근거 없음),01_collection/build_undergrad_target_list.py GROUP_TIER/TIER_SLOTS(근거 미기록) | evaluation_data:gold_pair.jsonl:pair::10169-02-5::13774-25-9::t0;gold_pair.jsonl:pair::10169-02-5::13774-25-9::t1;gold_pair.jsonl:pair::10169-02-5::13774-25-9::t2,55,17;55;61;66,,no_data,,MATCH,NOT_CHECKED,True,COLLECTED,UNSUPPORTED
105-60-2,CAPROLACTAM,wave1,pool_supplement,wave1_topup,UNKNOWN(그룹 슬롯 자동 보충 — 물질 단위 개별 선정 근거 없음),01_collection/build_undergrad_target_list.py GROUP_TIER/TIER_SLOTS(근거 미기록) | evaluation_data:gold_pair.jsonl:pair::10034-82-9::105-60-2::t0;gold_pair.jsonl:pair::10034-82-9::105-60-2::t1;gold_pair.jsonl:pair::10034-82-9::105-60-2::t2,56,12;56,,combustible_reducing;water,,MATCH,NOT_CHECKED,True,COLLECTED,UNSUPPORTED
106-87-6,1-VINYL-3-CYCLOHEXENE DIOXIDE,wave1,pool_supplement,wave1_topup,UNKNOWN(그룹 슬롯 자동 보충 — 물질 단위 개별 선정 근거 없음),01_collection/build_undergrad_target_list.py GROUP_TIER/TIER_SLOTS(근거 미기록) | evaluation_data:gold_pair.jsonl:pair::103-80-0::106-87-6::t0;gold_pair.jsonl:pair::103-80-0::106-87-6::t1;gold_pair.jsonl:pair::103-80-0::106-87-6::t2,56,26;56,,metal,,MATCH,NOT_CHECKED,True,COLLECTED,UNSUPPORTED
112-02-7,HEXADECYLTRIMETHYLAMMONIUM CHLORIDE,wave1,pool_supplement,wave1_topup,UNKNOWN(그룹 슬롯 자동 보충 — 물질 단위 개별 선정 근거 없음),01_collection/build_undergrad_target_list.py GROUP_TIER/TIER_SLOTS(근거 미기록) | evaluation_data:gold_pair.jsonl:pair::112-02-7::7429-90-5::t0;gold_pair.jsonl:pair::112-02-7::7429-90-5::t1;gold_pair.jsonl:pair::112-02-7::7429-90-5::t2,57,47;57,,no_data,scarce_group:57,MATCH,NOT_CHECKED,True,COLLECTED,KEEP_COVERAGE
1762-95-4,AMMONIUM THIOCYANATE,wave1,curated_curriculum,curriculum,커리큘럼 실사용 근거: 무기화학 / 착물 색반응,01_collection/build_undergrad_target_list.py CURATED_LIST | evaluation_data:gold_pair.jsonl:pair::1762-95-4::64-19-7::t0;gold_pair.jsonl:pair::1762-95-4::64-19-7::t1;gold_pair.jsonl:pair::1762-95-4::64-19-7::t2,58,58;60;68,reducer;water,combustible_reducing;water,,MATCH,NOT_CHECKED,True,COLLECTED,KEEP_MANDATORY
10039-54-0,HYDROXYLAMINE SULFATE,wave1,pool_supplement,wave1_topup,UNKNOWN(그룹 슬롯 자동 보충 — 물질 단위 개별 선정 근거 없음),01_collection/build_undergrad_target_list.py GROUP_TIER/TIER_SLOTS(근거 미기록) | evaluation_data:gold_pair.jsonl:pair::100-16-3::10039-54-0::t0;gold_pair.jsonl:pair::100-16-3::10039-54-0::t1;gold_pair.jsonl:pair::100-16-3::10039-54-0::t2,58,58;60,reducer,combustible_reducing;metal;water,,MATCH,NOT_CHECKED,True,COLLECTED,UNSUPPORTED
10026-17-2,COBALT FLUORIDE,wave1,pool_supplement,wave1_topup,UNKNOWN(그룹 슬롯 자동 보충 — 물질 단위 개별 선정 근거 없음),01_collection/build_undergrad_target_list.py GROUP_TIER/TIER_SLOTS(근거 미기록) | evaluation_data:gold_pair.jsonl:pair::10026-17-2::121-17-5::t0;gold_pair.jsonl:pair::10026-17-2::121-17-5::t1;gold_pair.jsonl:pair::10026-17-2::121-17-5::t2,59,59;61,reducer,combustible_reducing;metal;water,,MATCH,NOT_CHECKED,True,COLLECTED,UNSUPPORTED
101-02-0,TRIPHENYL PHOSPHITE,wave1,pool_supplement,wave1_topup,UNKNOWN(그룹 슬롯 자동 보충 — 물질 단위 개별 선정 근거 없음),01_collection/build_undergrad_target_list.py GROUP_TIER/TIER_SLOTS(근거 미기록) | evaluation_data:gold_pair.jsonl:pair::101-02-0::15630-89-4::t0;gold_pair.jsonl:pair::101-02-0::15630-89-4::t1;gold_pair.jsonl:pair::101-02-0::15630-89-4::t2,59,59;66,reducer,no_data,,MATCH,NOT_CHECKED,True,COLLECTED,UNSUPPORTED
1333-74-0,HYDROGEN,reactive_basics,reactive_basics_tier2,section10_empirical,§10 전수조사(197종) 실측 1순위 반응 상대(물 등) 기본물질 보강,docs/decisions.md §1.2a-upd,59,59,reducer,no_data,,NOT_IN_REPORT,NOT_CHECKED,False,COLLECTED,KEEP_EMPIRICAL
7758-98-7,CUPRIC SULFATE,wave1,curated_curriculum,curriculum,커리큘럼 실사용 근거: 분석화학 / 착물형성/전기화학,01_collection/build_undergrad_target_list.py CURATED_LIST | evaluation_data:gold_pair.jsonl:pair::7697-37-2::7758-98-7::t0;gold_pair.jsonl:pair::7697-37-2::7758-98-7::t1;gold_pair.jsonl:pair::7697-37-2::7758-98-7::t2,60,60,,no_data,,MATCH,NOT_CHECKED,True,COLLECTED,KEEP_MANDATORY
7786-81-4,NICKEL SULFATE,wave1,curated_curriculum,curriculum,커리큘럼 실사용 근거: 무기화학 / 착물합성,01_collection/build_undergrad_target_list.py CURATED_LIST | evaluation_data:gold_pair.jsonl:pair::104-88-1::7786-81-4::t0;gold_pair.jsonl:pair::104-88-1::7786-81-4::t1;gold_pair.jsonl:pair::104-88-1::7786-81-4::t2,60,60,,combustible_reducing;metal;water,,MATCH,NOT_CHECKED,True,COLLECTED,KEEP_MANDATORY
10031-13-7,LEAD(II) ARSENITE,wave1,pool_supplement,wave1_topup,UNKNOWN(그룹 슬롯 자동 보충 — 물질 단위 개별 선정 근거 없음),01_collection/build_undergrad_target_list.py GROUP_TIER/TIER_SLOTS(근거 미기록) | evaluation_data:gold_pair.jsonl:pair::10031-13-7::105-59-9::t0;gold_pair.jsonl:pair::10031-13-7::105-59-9::t1;gold_pair.jsonl:pair::10031-13-7::105-59-9::t2,61,61,,no_data,,MATCH,NOT_CHECKED,True,COLLECTED,UNSUPPORTED
10102-20-2,SODIUM TELLURITE,wave1,pool_supplement,wave1_topup,UNKNOWN(그룹 슬롯 자동 보충 — 물질 단위 개별 선정 근거 없음),01_collection/build_undergrad_target_list.py GROUP_TIER/TIER_SLOTS(근거 미기록) | evaluation_data:gold_pair.jsonl:pair::10102-20-2::7440-02-0::t0;gold_pair.jsonl:pair::10102-20-2::7440-02-0::t1;gold_pair.jsonl:pair::10102-20-2::7440-02-0::t2,61,59;61,reducer,no_data,,MATCH,NOT_CHECKED,True,COLLECTED,UNSUPPORTED
1344-00-9,SODIUM ALUMINOSILICATE,wave1,pool_replacement_v2,wave1_topup,원 후보가 KOSHA 미등록이라 같은 그룹 내 다음 후보로 자동 대체,01_collection/backfill_group_replacements.py | evaluation_data:gold_pair.jsonl:pair::101-90-6::1344-00-9::t0;gold_pair.jsonl:pair::101-90-6::1344-00-9::t1;gold_pair.jsonl:pair::101-90-6::1344-00-9::t2,62,61;62,,combustible_reducing;water,scarce_group:62,MATCH,NOT_CHECKED,True,COLLECTED,KEEP_COVERAGE
1185-81-5,DIBUTYLTIN-BIS(LAURYL MERCAPTIDE),wave1,pool_supplement,wave1_topup,UNKNOWN(그룹 슬롯 자동 보충 — 물질 단위 개별 선정 근거 없음),01_collection/build_undergrad_target_list.py GROUP_TIER/TIER_SLOTS(근거 미기록) | evaluation_data:gold_pair.jsonl:pair::115-19-5::1185-81-5::t0;gold_pair.jsonl:pair::115-19-5::1185-81-5::t1;gold_pair.jsonl:pair::115-19-5::1185-81-5::t2,63,49;63,,combustible_reducing;water,,MATCH,NOT_CHECKED,True,COLLECTED,UNSUPPORTED
12035-72-2,NICKEL SUBSULFIDE,wave1,pool_supplement,wave1_topup,UNKNOWN(그룹 슬롯 자동 보충 — 물질 단위 개별 선정 근거 없음),01_collection/build_undergrad_target_list.py GROUP_TIER/TIER_SLOTS(근거 미기록) | evaluation_data:gold_pair.jsonl:pair::101-27-9::12035-72-2::t0;gold_pair.jsonl:pair::101-27-9::12035-72-2::t1;gold_pair.jsonl:pair::101-27-9::12035-72-2::t2,63,63,,combustible_reducing;metal;water,,MATCH,NOT_CHECKED,True,COLLECTED,UNSUPPORTED
7220-79-3,METHYLENE BLUE TRIHYDRATE,wave1,pool_replacement_v3_manual,manual_addition,자동 안전필터로 못 거른 물질을 사람이 검토해 대체,01_collection/backfill_round3_manual_picks.py | evaluation_data:gold_pair.jsonl:pair::131-52-2::7220-79-3::t0;gold_pair.jsonl:pair::131-52-2::7220-79-3::t1;gold_pair.jsonl:pair::131-52-2::7220-79-3::t2,64,14;35;57;64,,no_data,scarce_group:57,MATCH,NOT_CHECKED,True,COLLECTED,KEEP_COVERAGE
7772-98-7,SODIUM THIOSULFATE,wave1,curated_curriculum,curriculum,커리큘럼 실사용 근거: 분석화학 / 요오드 적정 환원제,01_collection/build_undergrad_target_list.py CURATED_LIST | evaluation_data:gold_pair.jsonl:pair::100-00-5::7772-98-7::t0;gold_pair.jsonl:pair::100-00-5::7772-98-7::t1;gold_pair.jsonl:pair::100-00-5::7772-98-7::t2,65,65,,combustible_reducing;water,,NO_PUBCHEM_DATA,NOT_CHECKED,True,COLLECTED,KEEP_MANDATORY
10192-30-0,"AMMONIUM BISULFITE, SOLID",wave1,pool_supplement,wave1_topup,UNKNOWN(그룹 슬롯 자동 보충 — 물질 단위 개별 선정 근거 없음),01_collection/build_undergrad_target_list.py GROUP_TIER/TIER_SLOTS(근거 미기록) | evaluation_data:gold_pair.jsonl:pair::100-16-3::10192-30-0::t0;gold_pair.jsonl:pair::100-16-3::10192-30-0::t1;gold_pair.jsonl:pair::100-16-3::10192-30-0::t2,65,60;65;68,water,combustible_reducing;metal;water,,MATCH,NOT_CHECKED,True,COLLECTED,UNSUPPORTED
10196-04-0,AMMONIUM SULFITE,wave1,pool_supplement,wave1_topup,UNKNOWN(그룹 슬롯 자동 보충 — 물질 단위 개별 선정 근거 없음),01_collection/build_undergrad_target_list.py GROUP_TIER/TIER_SLOTS(근거 미기록) | evaluation_data:gold_pair.jsonl:pair::10196-04-0::104-72-3::t0;gold_pair.jsonl:pair::10196-04-0::104-72-3::t1;gold_pair.jsonl:pair::10196-04-0::104-72-3::t2,65,60;65,,combustible_reducing;water,,MATCH,NOT_CHECKED,True,COLLECTED,UNSUPPORTED
10431-47-7,POTASSIUM SELENITE,wave1,pool_supplement,wave1_topup,UNKNOWN(그룹 슬롯 자동 보충 — 물질 단위 개별 선정 근거 없음),01_collection/build_undergrad_target_list.py GROUP_TIER/TIER_SLOTS(근거 미기록) | evaluation_data:gold_pair_abstain.jsonl:pair::10431-47-7::1333-86-4::t0;gold_pair_abstain.jsonl:pair::10431-47-7::1333-86-4::t1;gold_pair_abstain.jsonl:pair::10431-47-7::1333-86-4::t2,65,65,,no_data,,MATCH,NOT_CHECKED,True,COLLECTED,UNSUPPORTED
13718-59-7,BARIUM SELENITE,wave1,pool_supplement,wave1_topup,UNKNOWN(그룹 슬롯 자동 보충 — 물질 단위 개별 선정 근거 없음),01_collection/build_undergrad_target_list.py GROUP_TIER/TIER_SLOTS(근거 미기록) | evaluation_data:gold_pair.jsonl:pair::13718-59-7::7440-25-7::t0;gold_pair.jsonl:pair::13718-59-7::7440-25-7::t1;gold_pair.jsonl:pair::13718-59-7::7440-25-7::t2,65,65,,combustible_reducing;metal;water,,MATCH,NOT_CHECKED,True,COLLECTED,UNSUPPORTED
13774-25-9,MAGNESIUM BISULFITE SOLUTION,wave1,pool_supplement,wave1_topup,UNKNOWN(그룹 슬롯 자동 보충 — 물질 단위 개별 선정 근거 없음),01_collection/build_undergrad_target_list.py GROUP_TIER/TIER_SLOTS(근거 미기록) | evaluation_data:gold_pair.jsonl:pair::10169-02-5::13774-25-9::t0;gold_pair.jsonl:pair::10169-02-5::13774-25-9::t1;gold_pair.jsonl:pair::10169-02-5::13774-25-9::t2,65,65;68,water,combustible_reducing;metal;water,,MATCH,NOT_CHECKED,True,COLLECTED,UNSUPPORTED
1071-83-6,GLYPHOSATE,wave1,pool_supplement,wave1_topup,UNKNOWN(그룹 슬롯 자동 보충 — 물질 단위 개별 선정 근거 없음),01_collection/build_undergrad_target_list.py GROUP_TIER/TIER_SLOTS(근거 미기록) | evaluation_data:gold_retrieval.jsonl:ans::B0406::1071-83-6;gold_retrieval.jsonl:ans::I30::1071-83-6;gold_abstain.jsonl:no_::I14::1071-83-6,66,2;14;66,,combustible_reducing;water,,MATCH,NOT_CHECKED,True,COLLECTED,UNSUPPORTED
111-54-6,"ETHYLENEBISDITHIOCARBAMIC ACID, SALTS AND ESTERS",wave1,pool_supplement,wave1_topup,UNKNOWN(그룹 슬롯 자동 보충 — 물질 단위 개별 선정 근거 없음),01_collection/build_undergrad_target_list.py GROUP_TIER/TIER_SLOTS(근거 미기록) | evaluation_data:gold_pair.jsonl:pair::103-80-0::111-54-6::t0;gold_pair.jsonl:pair::103-80-0::111-54-6::t1;gold_pair.jsonl:pair::103-80-0::111-54-6::t2,67,5;67,,no_data,,MATCH,NOT_CHECKED,True,COLLECTED,UNSUPPORTED
10043-01-3,"ALUMINUM SULFATE, SOLID",wave1,pool_supplement,wave1_topup,UNKNOWN(그룹 슬롯 자동 보충 — 물질 단위 개별 선정 근거 없음),01_collection/build_undergrad_target_list.py GROUP_TIER/TIER_SLOTS(근거 미기록) | evaluation_data:gold_pair.jsonl:pair::100-73-2::10043-01-3::t0;gold_pair.jsonl:pair::100-73-2::10043-01-3::t1;gold_pair.jsonl:pair::100-73-2::10043-01-3::t2,68,60;68,water,combustible_reducing;water,,MATCH,NOT_CHECKED,True,COLLECTED,UNSUPPORTED
7732-18-5,WATER,reactive_basics,reactive_basics_tier1,section10_empirical,§10 전수조사(197종) 실측 1순위 반응 상대(물 등) 기본물질 보강,docs/decisions.md §1.2a-upd,68,68,water,water,,MATCH,NOT_CHECKED,False,COLLECTED,KEEP_EMPIRICAL
68848-64-6,LITHIUM SILICON,wave2,reaction_frequency_high,wave2_expansion,실측 §10 위험관계 고빈도 그룹(위험관계=metal) 소속으로 무제한 편입,01_collection/expand_by_reaction_frequency.py FREQ_GROUPS + docs/decisions.md §1.2a-upd | evaluation_data:gold_abstain.jsonl:nomsds::68848-64-6,40,40,metal,,,MATCH,NOT_CHECKED,True,ABSTAIN_NOT_FOUND,NOT_COLLECTED
7440-17-7,RUBIDIUM,wave2,reaction_frequency_high,wave2_expansion,실측 §10 위험관계 고빈도 그룹(위험관계=metal) 소속으로 무제한 편입,01_collection/expand_by_reaction_frequency.py FREQ_GROUPS + docs/decisions.md §1.2a-upd,40,40,metal,water,,MATCH,NOT_CHECKED,False,COLLECTED,REVIEW
7440-23-5,SODIUM,wave2,reaction_frequency_high,wave2_expansion,실측 §10 위험관계 고빈도 그룹(위험관계=metal) 소속으로 무제한 편입,"01_collection/expand_by_reaction_frequency.py FREQ_GROUPS + docs/decisions.md §1.2a-upd | signature_duplicate_of=7440-17-7(동일 true_cameo_groups=(40,) 조합 물질 3종 중 대표 1종 제외 나머지)",40,40,metal,no_data,,MATCH,NOT_CHECKED,False,COLLECTED,DUPLICATE
7440-46-2,CESIUM,wave2,reaction_frequency_high,wave2_expansion,실측 §10 위험관계 고빈도 그룹(위험관계=metal) 소속으로 무제한 편입,"01_collection/expand_by_reaction_frequency.py FREQ_GROUPS + docs/decisions.md §1.2a-upd | signature_duplicate_of=7440-17-7(동일 true_cameo_groups=(40,) 조합 물질 3종 중 대표 1종 제외 나머지)",40,40,metal,water,,MATCH,NOT_CHECKED,False,COLLECTED,DUPLICATE
54413-15-9,TRITONAL,wave2,reaction_frequency_high,wave2_expansion,실측 §10 위험관계 고빈도 그룹(위험관계=metal) 소속으로 무제한 편입,01_collection/expand_by_reaction_frequency.py FREQ_GROUPS + docs/decisions.md §1.2a-upd | evaluation_data:gold_abstain.jsonl:nomsds::54413-15-9,41,41;46,metal,,,MATCH,NOT_CHECKED,True,ABSTAIN_NOT_FOUND,NOT_COLLECTED
70399-13-2,LITHIUM FERROSILICON,wave2,reaction_frequency_high,wave2_expansion,실측 §10 위험관계 고빈도 그룹(위험관계=metal) 소속으로 무제한 편입,01_collection/expand_by_reaction_frequency.py FREQ_GROUPS + docs/decisions.md §1.2a-upd | evaluation_data:gold_abstain.jsonl:nomsds::70399-13-2,41,41,metal,,,MATCH,NOT_CHECKED,True,ABSTAIN_NOT_FOUND,NOT_COLLECTED
7440-32-6,"TITANIUM POWDER, DRY",wave2,reaction_frequency_high,wave2_expansion,"실측 §10 위험관계 고빈도 그룹(위험관계=metal,water) 소속으로 무제한 편입",01_collection/expand_by_reaction_frequency.py FREQ_GROUPS + docs/decisions.md §1.2a-upd,41,41;68,metal;water,water,,MATCH,NOT_CHECKED,False,COLLECTED,REVIEW
7440-36-0,ANTIMONY POWDER,wave2,reaction_frequency_high,wave2_expansion,실측 §10 위험관계 고빈도 그룹(위험관계=metal) 소속으로 무제한 편입,01_collection/expand_by_reaction_frequency.py FREQ_GROUPS + docs/decisions.md §1.2a-upd,41,41,metal,water,,MATCH,NOT_CHECKED,False,COLLECTED,REVIEW
7440-39-3,BARIUM,wave2,reaction_frequency_high,wave2_expansion,실측 §10 위험관계 고빈도 그룹(위험관계=metal) 소속으로 무제한 편입,"01_collection/expand_by_reaction_frequency.py FREQ_GROUPS + docs/decisions.md §1.2a-upd | signature_duplicate_of=7440-36-0(동일 true_cameo_groups=(41,) 조합 물질 12종 중 대표 1종 제외 나머지)",41,41,metal,water,,MATCH,NOT_CHECKED,False,COLLECTED,DUPLICATE
7440-41-7,"BERYLLIUM COMPOUND, N.O.S.",wave2,reaction_frequency_high,wave2_expansion,실측 §10 위험관계 고빈도 그룹(위험관계=metal) 소속으로 무제한 편입,01_collection/expand_by_reaction_frequency.py FREQ_GROUPS + docs/decisions.md §1.2a-upd,41,36;41,metal,metal,scarce_group:36,MATCH,NOT_CHECKED,False,COLLECTED,KEEP_COVERAGE
7440-43-9,CADMIUM,wave2,reaction_frequency_high,wave2_expansion,실측 §10 위험관계 고빈도 그룹(위험관계=metal) 소속으로 무제한 편입,"01_collection/expand_by_reaction_frequency.py FREQ_GROUPS + docs/decisions.md §1.2a-upd | signature_duplicate_of=7440-36-0(동일 true_cameo_groups=(41,) 조합 물질 12종 중 대표 1종 제외 나머지)",41,41,metal,no_data,,MATCH,NOT_CHECKED,False,COLLECTED,DUPLICATE
7440-45-1,"CERIUM, SLABS, INGOTS OR RODS",wave2,reaction_frequency_high,wave2_expansion,실측 §10 위험관계 고빈도 그룹(위험관계=metal) 소속으로 무제한 편입,"01_collection/expand_by_reaction_frequency.py FREQ_GROUPS + docs/decisions.md §1.2a-upd | signature_duplicate_of=7440-36-0(동일 true_cameo_groups=(41,) 조합 물질 12종 중 대표 1종 제외 나머지)",41,41,metal,water,,MATCH,NOT_CHECKED,False,COLLECTED,DUPLICATE
7440-47-3,CHROMIUM,wave2,reaction_frequency_high,wave2_expansion,실측 §10 위험관계 고빈도 그룹(위험관계=metal) 소속으로 무제한 편입,"01_collection/expand_by_reaction_frequency.py FREQ_GROUPS + docs/decisions.md §1.2a-upd | signature_duplicate_of=7440-36-0(동일 true_cameo_groups=(41,) 조합 물질 12종 중 대표 1종 제외 나머지)",41,41,metal,combustible_reducing;water,,MATCH,NOT_CHECKED,False,COLLECTED,DUPLICATE
