cas,chemical_name,cameo_groups,wave,category,selection_reason,evidence_source,evidence_strength,decision,review_note
101-02-0,TRIPHENYL PHOSPHITE,59;66,wave1,UNJUSTIFIED,"자동 그룹슬롯 보충 물질 — 자체 §10 근거 없음, 커리큘럼 근거 없음, 소속 그룹도 이미 회소하지 않음(다른 물질로 충분히 대표됨)","없음 (그룹 소속만 확인됨, 물질 단위 개별 근거 없음)",NONE,중복 검토(REMOVE/MERGE 후보),동일 CAMEO 그룹조합 보유 물질 1종과 역할 중복 가능: TRIS(2-ETHYLHEXYL) PHOSPHITE(301-13-3)
1333-74-0,HYDROGEN,59,reactive_basics,UNJUSTIFIED,"자동 그룹슬롯 보충 물질 — 자체 §10 근거 없음, 커리큘럼 근거 없음, 소속 그룹도 이미 회소하지 않음(다른 물질로 충분히 대표됨)","없음 (그룹 소속만 확인됨, 물질 단위 개별 근거 없음)",NONE,근거 부족/검토,"그룹조합 자체는 426종 내 유일하나, 그룹이 회소하지 않거나(그룹 내 다른 대표물질 이미 존재) 개별 위험성 근거가 아직 확인되지 않음"
7758-98-7,CUPRIC SULFATE,60,wave1,MANDATORY,커리큘럼 실사용 근거: 분석화학 / 착물형성/전기화학,curated_curriculum (build_undergrad_target_list.py CURATED_LIST),INDEPENDENT,반드시 유지,
7786-81-4,NICKEL SULFATE,60,wave1,MANDATORY,커리큘럼 실사용 근거: 무기화학 / 착물합성,curated_curriculum (build_undergrad_target_list.py CURATED_LIST),INDEPENDENT,반드시 유지,
10031-13-7,LEAD(II) ARSENITE,61,wave1,UNJUSTIFIED,"자동 그룹슬롯 보충 물질 — 자체 §10 근거 없음, 커리큘럼 근거 없음, 소속 그룹도 이미 회소하지 않음(다른 물질로 충분히 대표됨)","없음 (그룹 소속만 확인됨, 물질 단위 개별 근거 없음)",NONE,근거 부족/검토,"그룹조합 자체는 426종 내 유일하나, 그룹이 회소하지 않거나(그룹 내 다른 대표물질 이미 존재) 개별 위험성 근거가 아직 확인되지 않음"
10102-20-2,SODIUM TELLURITE,59;61,wave1,UNJUSTIFIED,"자동 그룹슬롯 보충 물질 — 자체 §10 근거 없음, 커리큘럼 근거 없음, 소속 그룹도 이미 회소하지 않음(다른 물질로 충분히 대표됨)","없음 (그룹 소속만 확인됨, 물질 단위 개별 근거 없음)",NONE,중복 검토(REMOVE/MERGE 후보),동일 CAMEO 그룹조합 보유 물질 6종과 역할 중복 가능: COBALT FLUORIDE(10026-17-2); POTASSIUM HYDROGEN OXALATE(127-95-7); FERROUS OXALATE(516-03-0); SODIUM OXALATE(62-76-0); POTASSIUM OXALATE MONOHYDRATE(6487-48-5); POTASSIUM IODIDE(7681-11-0)
1344-00-9,SODIUM ALUMINOSILICATE,61;62,wave1,REPRESENTATIVE,CAMEO 그룹 62(Siloxanes) 대표물질 — 426종 내 이 그룹 확보물질 2종뿐,"chemical_group_membership (CAMEO 그룹 회소성, 426종 내 재계산)",INDEPENDENT,유지 권고,"희소 그룹: 62(Siloxanes) | §10.5에 범용 카테고리 문구('가연성 물질, 환원성 물질')만 있어 CASE 2 기준상 HAZARD-RELEVANT 단독 근거로 불충분(docs/hazard_relevant_sample_audit_2026-08-08.md)"
1185-81-5,DIBUTYLTIN-BIS(LAURYL MERCAPTIDE),49;63,wave1,UNJUSTIFIED,"자동 그룹슬롯 보충 물질 — 자체 §10 근거 없음, 커리큘럼 근거 없음, 소속 그룹도 이미 회소하지 않음(다른 물질로 충분히 대표됨)","없음 (그룹 소속만 확인됨, 물질 단위 개별 근거 없음)",NONE,근거 부족/검토,"그룹조합 자체는 426종 내 유일하나, 그룹이 회소하지 않거나(그룹 내 다른 대표물질 이미 존재) 개별 위험성 근거가 아직 확인되지 않음 | §10.5에 범용 카테고리 문구('가연성 물질, 환원성 물질')만 있어 CASE 2 기준상 HAZARD-RELEVANT 단독 근거로 불충분(docs/hazard_relevant_sample_audit_2026-08-08.md)"
12035-72-2,NICKEL SUBSULFIDE,63,wave1,HAZARD-RELEVANT,KOSHA MSDS §10.5(피해야 할 물질) 실측 구체적 물질군 근거 존재(combustible_reducing;metal),msds_sections §10.5 원문 재파싱 (금속/물/산화제 등 구체적 물질군),INDEPENDENT,유지 권고,
7220-79-3,METHYLENE BLUE TRIHYDRATE,14;35;57;64,wave1,REPRESENTATIVE,CAMEO 그룹 57(Quaternary Ammonium and Phosphonium Salts) 대표물질 — 426종 내 이 그룹 확보물질 2종뿐,"chemical_group_membership (CAMEO 그룹 회소성, 426종 내 재계산)",INDEPENDENT,유지 권고,희소 그룹: 57(Quaternary Ammonium and Phosphonium Salts)
7772-98-7,SODIUM THIOSULFATE,65,wave1,MANDATORY,커리큘럼 실사용 근거: 분석화학 / 요오드 적정 환원제,curated_curriculum (build_undergrad_target_list.py CURATED_LIST),INDEPENDENT,반드시 유지,
10192-30-0,"AMMONIUM BISULFITE, SOLID",60;65;68,wave1,HAZARD-RELEVANT,"KOSHA MSDS §10.5(피해야 할 물질) 실측 구체적 물질군 근거 존재(combustible_reducing;metal), 위험상호작용: water",msds_sections §10.5 원문 재파싱 (금속/물/산화제 등 구체적 물질군),INDEPENDENT,유지 권고,
10196-04-0,AMMONIUM SULFITE,60;65,wave1,UNJUSTIFIED,"자동 그룹슬롯 보충 물질 — 자체 §10 근거 없음, 커리큘럼 근거 없음, 소속 그룹도 이미 회소하지 않음(다른 물질로 충분히 대표됨)","없음 (그룹 소속만 확인됨, 물질 단위 개별 근거 없음)",NONE,근거 부족/검토,"그룹조합 자체는 426종 내 유일하나, 그룹이 회소하지 않거나(그룹 내 다른 대표물질 이미 존재) 개별 위험성 근거가 아직 확인되지 않음 | §10.5에 범용 카테고리 문구('가연성 물질, 환원성 물질')만 있어 CASE 2 기준상 HAZARD-RELEVANT 단독 근거로 불충분(docs/hazard_relevant_sample_audit_2026-08-08.md)"
10431-47-7,POTASSIUM SELENITE,65,wave1,UNJUSTIFIED,"자동 그룹슬롯 보충 물질 — 자체 §10 근거 없음, 커리큘럼 근거 없음, 소속 그룹도 이미 회소하지 않음(다른 물질로 충분히 대표됨)","없음 (그룹 소속만 확인됨, 물질 단위 개별 근거 없음)",NONE,중복 검토(REMOVE/MERGE 후보),동일 CAMEO 그룹조합 보유 물질 2종과 역할 중복 가능: SODIUM THIOSULFATE(7772-98-7); BARIUM SELENITE(13718-59-7)
13718-59-7,BARIUM SELENITE,65,wave1,HAZARD-RELEVANT,KOSHA MSDS §10.5(피해야 할 물질) 실측 구체적 물질군 근거 존재(combustible_reducing;metal),msds_sections §10.5 원문 재파싱 (금속/물/산화제 등 구체적 물질군),INDEPENDENT,유지 권고,
13774-25-9,MAGNESIUM BISULFITE SOLUTION,65;68,wave1,HAZARD-RELEVANT,"KOSHA MSDS §10.5(피해야 할 물질) 실측 구체적 물질군 근거 존재(combustible_reducing;metal), 위험상호작용: water",msds_sections §10.5 원문 재파싱 (금속/물/산화제 등 구체적 물질군),INDEPENDENT,유지 권고,
1071-83-6,GLYPHOSATE,2;14;66,wave1,UNJUSTIFIED,"자동 그룹슬롯 보충 물질 — 자체 §10 근거 없음, 커리큘럼 근거 없음, 소속 그룹도 이미 회소하지 않음(다른 물질로 충분히 대표됨)","없음 (그룹 소속만 확인됨, 물질 단위 개별 근거 없음)",NONE,근거 부족/검토,"그룹조합 자체는 426종 내 유일하나, 그룹이 회소하지 않거나(그룹 내 다른 대표물질 이미 존재) 개별 위험성 근거가 아직 확인되지 않음 | §10.5에 범용 카테고리 문구('가연성 물질, 환원성 물질')만 있어 CASE 2 기준상 HAZARD-RELEVANT 단독 근거로 불충분(docs/hazard_relevant_sample_audit_2026-08-08.md)"
111-54-6,"ETHYLENEBISDITHIOCARBAMIC ACID, SALTS AND ESTERS",5;67,wave1,UNJUSTIFIED,"자동 그룹슬롯 보충 물질 — 자체 §10 근거 없음, 커리큘럼 근거 없음, 소속 그룹도 이미 회소하지 않음(다른 물질로 충분히 대표됨)","없음 (그룹 소속만 확인됨, 물질 단위 개별 근거 없음)",NONE,근거 부족/검토,"그룹조합 자체는 426종 내 유일하나, 그룹이 회소하지 않거나(그룹 내 다른 대표물질 이미 존재) 개별 위험성 근거가 아직 확인되지 않음"
10043-01-3,"ALUMINUM SULFATE, SOLID",60;68,wave1,UNJUSTIFIED,"자동 그룹슬롯 보충 물질 — 자체 §10 근거 없음, 커리큘럼 근거 없음, 소속 그룹도 이미 회소하지 않음(다른 물질로 충분히 대표됨)","없음 (그룹 소속만 확인됨, 물질 단위 개별 근거 없음)",NONE,중복 검토(REMOVE/MERGE 후보),"동일 CAMEO 그룹조합 보유 물질 5종과 역할 중복 가능: ZINC FLUOROBORATE(13826-88-5); CADMIUM FLUOROBORATE(14486-19-2); NICOTINE SULFATE, SOLID(65-30-5); SODIUM BISULFATE, SOLID(7681-38-1); ALUMINUM PHOSPHATE, SOLUTION(7784-30-7) | §10.5에 범용 카테고리 문구('가연성 물질, 환원성 물질')만 있어 CASE 2 기준상 HAZARD-RELEVANT 단독 근거로 불충분(docs/hazard_relevant_sample_audit_2026-08-08.md)"
7732-18-5,WATER,68,reactive_basics,HAZARD-RELEVANT,"KOSHA MSDS §10.5(피해야 할 물질) 실측 구체적 물질군 근거 존재(water), 위험상호작용: water",msds_sections §10.5 원문 재파싱 (금속/물/산화제 등 구체적 물질군),INDEPENDENT,유지 권고,
7440-17-7,RUBIDIUM,40,wave2,HAZARD-RELEVANT,"KOSHA MSDS §10.5(피해야 할 물질) 실측 구체적 물질군 근거 존재(water), 위험상호작용: metal",msds_sections §10.5 원문 재파싱 (금속/물/산화제 등 구체적 물질군),INDEPENDENT,유지 권고,
7440-23-5,SODIUM,40,wave2,UNJUSTIFIED,"자동 그룹슬롯 보충 물질 — 자체 §10 근거 없음, 커리큘럼 근거 없음, 소속 그룹도 이미 회소하지 않음(다른 물질로 충분히 대표됨)","없음 (그룹 소속만 확인됨, 물질 단위 개별 근거 없음)",NONE,중복 검토(REMOVE/MERGE 후보),동일 CAMEO 그룹조합 보유 물질 4종과 역할 중복 가능: POTASSIUM(7440-09-7); LITHIUM(7439-93-2); RUBIDIUM(7440-17-7); CESIUM(7440-46-2)
7440-46-2,CESIUM,40,wave2,HAZARD-RELEVANT,"KOSHA MSDS §10.5(피해야 할 물질) 실측 구체적 물질군 근거 존재(water), 위험상호작용: metal",msds_sections §10.5 원문 재파싱 (금속/물/산화제 등 구체적 물질군),INDEPENDENT,유지 권고,
7440-32-6,"TITANIUM POWDER, DRY",41;68,wave2,HAZARD-RELEVANT,"KOSHA MSDS §10.5(피해야 할 물질) 실측 구체적 물질군 근거 존재(water), 위험상호작용: metal;water",msds_sections §10.5 원문 재파싱 (금속/물/산화제 등 구체적 물질군),INDEPENDENT,유지 권고,
7440-36-0,ANTIMONY POWDER,41,wave2,HAZARD-RELEVANT,"KOSHA MSDS §10.5(피해야 할 물질) 실측 구체적 물질군 근거 존재(water), 위험상호작용: metal",msds_sections §10.5 원문 재파싱 (금속/물/산화제 등 구체적 물질군),INDEPENDENT,유지 권고,
7440-39-3,BARIUM,41,wave2,HAZARD-RELEVANT,"KOSHA MSDS §10.5(피해야 할 물질) 실측 구체적 물질군 근거 존재(water), 위험상호작용: metal",msds_sections §10.5 원문 재파싱 (금속/물/산화제 등 구체적 물질군),INDEPENDENT,유지 권고,
7440-41-7,"BERYLLIUM COMPOUND, N.O.S.",36;41,wave2,HAZARD-RELEVANT,"KOSHA MSDS §10.5(피해야 할 물질) 실측 구체적 물질군 근거 존재(metal), 위험상호작용: metal",msds_sections §10.5 원문 재파싱 (금속/물/산화제 등 구체적 물질군),INDEPENDENT,유지 권고,
7440-43-9,CADMIUM,41,wave2,UNJUSTIFIED,"자동 그룹슬롯 보충 물질 — 자체 §10 근거 없음, 커리큘럼 근거 없음, 소속 그룹도 이미 회소하지 않음(다른 물질로 충분히 대표됨)","없음 (그룹 소속만 확인됨, 물질 단위 개별 근거 없음)",NONE,중복 검토(REMOVE/MERGE 후보),"동일 CAMEO 그룹조합 보유 물질 18종과 역할 중복 가능: ZINC ASHES(7440-66-6); MAGNESIUM(7439-95-4); NICKEL(7440-02-0); SILICON POWDER, AMORPHOUS(7440-21-3); TANTALUM (METAL AND OXIDE DUST)(7440-25-7); ALUMINUM POWDER, COATED(7429-90-5); IRON, [POWDERED](7439-89-6); ANTIMONY POWDER(7440-36-0); BARIUM(7440-39-3); CERIUM, SLABS, INGOTS OR RODS(7440-45-1); CHROMIUM(7440-47-3); COBALT(7440-48-4); VANADIUM (FUME OR DUST)(7440-62-2); YTTRIUM(7440-65-5); CALCIUM(7440-70-2); INDIUM(7440-74-6); SELENIUM POWDER(7782-49-2); FERROSILICON(8049-17-0)"
7440-45-1,"CERIUM, SLABS, INGOTS OR RODS",41,wave2,HAZARD-RELEVANT,"KOSHA MSDS §10.5(피해야 할 물질) 실측 구체적 물질군 근거 존재(water), 위험상호작용: metal",msds_sections §10.5 원문 재파싱 (금속/물/산화제 등 구체적 물질군),INDEPENDENT,유지 권고,
7440-47-3,CHROMIUM,41,wave2,UNJUSTIFIED,"자동 그룹슬롯 보충 물질 — 자체 §10 근거 없음, 커리큘럼 근거 없음, 소속 그룹도 이미 회소하지 않음(다른 물질로 충분히 대표됨)","없음 (그룹 소속만 확인됨, 물질 단위 개별 근거 없음)",NONE,중복 검토(REMOVE/MERGE 후보),"동일 CAMEO 그룹조합 보유 물질 18종과 역할 중복 가능: ZINC ASHES(7440-66-6); MAGNESIUM(7439-95-4); NICKEL(7440-02-0); SILICON POWDER, AMORPHOUS(7440-21-3); TANTALUM (METAL AND OXIDE DUST)(7440-25-7); ALUMINUM POWDER, COATED(7429-90-5); IRON, [POWDERED](7439-89-6); ANTIMONY POWDER(7440-36-0); BARIUM(7440-39-3); CADMIUM(7440-43-9); CERIUM, SLABS, INGOTS OR RODS(7440-45-1); COBALT(7440-48-4); VANADIUM (FUME OR DUST)(7440-62-2); YTTRIUM(7440-65-5); CALCIUM(7440-70-2); INDIUM(7440-74-6); SELENIUM POWDER(7782-49-2); FERROSILICON(8049-17-0) | §10.5에 범용 카테고리 문구('가연성 물질, 환원성 물질')만 있어 CASE 2 기준상 HAZARD-RELEVANT 단독 근거로 불충분(docs/hazard_relevant_sample_audit_2026-08-08.md)"
7440-48-4,COBALT,41,wave2,HAZARD-RELEVANT,"KOSHA MSDS §10.5(피해야 할 물질) 실측 구체적 물질군 근거 존재(water), 위험상호작용: metal",msds_sections §10.5 원문 재파싱 (금속/물/산화제 등 구체적 물질군),INDEPENDENT,유지 권고,
7440-58-6,"HAFNIUM POWDER, DRY",41;68,wave2,HAZARD-RELEVANT,"KOSHA MSDS §10.5(피해야 할 물질) 실측 구체적 물질군 근거 존재(water), 위험상호작용: metal;water",msds_sections §10.5 원문 재파싱 (금속/물/산화제 등 구체적 물질군),INDEPENDENT,유지 권고,
7440-62-2,VANADIUM (FUME OR DUST),41,wave2,UNJUSTIFIED,"자동 그룹슬롯 보충 물질 — 자체 §10 근거 없음, 커리큘럼 근거 없음, 소속 그룹도 이미 회소하지 않음(다른 물질로 충분히 대표됨)","없음 (그룹 소속만 확인됨, 물질 단위 개별 근거 없음)",NONE,중복 검토(REMOVE/MERGE 후보),"동일 CAMEO 그룹조합 보유 물질 18종과 역할 중복 가능: ZINC ASHES(7440-66-6); MAGNESIUM(7439-95-4); NICKEL(7440-02-0); SILICON POWDER, AMORPHOUS(7440-21-3); TANTALUM (METAL AND OXIDE DUST)(7440-25-7); ALUMINUM POWDER, COATED(7429-90-5); IRON, [POWDERED](7439-89-6); ANTIMONY POWDER(7440-36-0); BARIUM(7440-39-3); CADMIUM(7440-43-9); CERIUM, SLABS, INGOTS OR RODS(7440-45-1); CHROMIUM(7440-47-3); COBALT(7440-48-4); YTTRIUM(7440-65-5); CALCIUM(7440-70-2); INDIUM(7440-74-6); SELENIUM POWDER(7782-49-2); FERROSILICON(8049-17-0)"
7440-65-5,YTTRIUM,41,wave2,HAZARD-RELEVANT,"KOSHA MSDS §10.5(피해야 할 물질) 실측 구체적 물질군 근거 존재(water), 위험상호작용: metal",msds_sections §10.5 원문 재파싱 (금속/물/산화제 등 구체적 물질군),INDEPENDENT,유지 권고,
7440-67-7,ZIRCONIUM POWDER WET,41;68,wave2,HAZARD-RELEVANT,"KOSHA MSDS §10.5(피해야 할 물질) 실측 구체적 물질군 근거 존재(water), 위험상호작용: metal;water",msds_sections §10.5 원문 재파싱 (금속/물/산화제 등 구체적 물질군),INDEPENDENT,유지 권고,
7440-70-2,CALCIUM,41,wave2,HAZARD-RELEVANT,"KOSHA MSDS §10.5(피해야 할 물질) 실측 구체적 물질군 근거 존재(water), 위험상호작용: metal",msds_sections §10.5 원문 재파싱 (금속/물/산화제 등 구체적 물질군),INDEPENDENT,유지 권고,
7440-74-6,INDIUM,41,wave2,HAZARD-RELEVANT,"KOSHA MSDS §10.5(피해야 할 물질) 실측 구체적 물질군 근거 존재(water), 위험상호작용: metal",msds_sections §10.5 원문 재파싱 (금속/물/산화제 등 구체적 물질군),INDEPENDENT,유지 권고,
7782-49-2,SELENIUM POWDER,41,wave2,UNJUSTIFIED,"자동 그룹슬롯 보충 물질 — 자체 §10 근거 없음, 커리큘럼 근거 없음, 소속 그룹도 이미 회소하지 않음(다른 물질로 충분히 대표됨)","없음 (그룹 소속만 확인됨, 물질 단위 개별 근거 없음)",NONE,중복 검토(REMOVE/MERGE 후보),"동일 CAMEO 그룹조합 보유 물질 18종과 역할 중복 가능: ZINC ASHES(7440-66-6); MAGNESIUM(7439-95-4); NICKEL(7440-02-0); SILICON POWDER, AMORPHOUS(7440-21-3); TANTALUM (METAL AND OXIDE DUST)(7440-25-7); ALUMINUM POWDER, COATED(7429-90-5); IRON, [POWDERED](7439-89-6); ANTIMONY POWDER(7440-36-0); BARIUM(7440-39-3); CADMIUM(7440-43-9); CERIUM, SLABS, INGOTS OR RODS(7440-45-1); CHROMIUM(7440-47-3); COBALT(7440-48-4); VANADIUM (FUME OR DUST)(7440-62-2); YTTRIUM(7440-65-5); CALCIUM(7440-70-2); INDIUM(7440-74-6); FERROSILICON(8049-17-0)"
8049-17-0,FERROSILICON,41,wave2,HAZARD-RELEVANT,"KOSHA MSDS §10.5(피해야 할 물질) 실측 구체적 물질군 근거 존재(water), 위험상호작용: metal",msds_sections §10.5 원문 재파싱 (금속/물/산화제 등 구체적 물질군),INDEPENDENT,유지 권고,
13494-80-9,TELLURIUM,42,wave2,UNJUSTIFIED,"자동 그룹슬롯 보충 물질 — 자체 §10 근거 없음, 커리큘럼 근거 없음, 소속 그룹도 이미 회소하지 않음(다른 물질로 충분히 대표됨)","없음 (그룹 소속만 확인됨, 물질 단위 개별 근거 없음)",NONE,중복 검토(REMOVE/MERGE 후보),동일 CAMEO 그룹조합 보유 물질 13종과 역할 중복 가능: COPPER(7440-50-8); BISMUTH TELLURIDE(1304-82-1); LEAD(7439-92-1); MANGANESE(7439-96-5); MOLYBDENUM(7439-98-7); PLATINUM(7440-06-4); RHODIUM (METAL FUME)(7440-16-6); SILVER(7440-22-4); THALLIUM(7440-28-0); TIN(7440-31-5); TUNGSTEN(7440-33-7); ARSENIC(7440-38-2); GALLIUM(7440-55-3)
15385-58-7,MERCUROUS BROMIDE,42;47,wave2,HAZARD-RELEVANT,"KOSHA MSDS §10.5(피해야 할 물질) 실측 구체적 물질군 근거 존재(combustible_reducing;metal), 위험상호작용: metal",msds_sections §10.5 원문 재파싱 (금속/물/산화제 등 구체적 물질군),INDEPENDENT,유지 권고,
15829-53-5,MERCURY OXIDE,42;51,wave2,UNJUSTIFIED,"자동 그룹슬롯 보충 물질 — 자체 §10 근거 없음, 커리큘럼 근거 없음, 소속 그룹도 이미 회소하지 않음(다른 물질로 충분히 대표됨)","없음 (그룹 소속만 확인됨, 물질 단위 개별 근거 없음)",NONE,중복 검토(REMOVE/MERGE 후보),"동일 CAMEO 그룹조합 보유 물질 1종과 역할 중복 가능: MERCURIC OXIDE, [SOLID](21908-53-2)"
21908-53-2,"MERCURIC OXIDE, [SOLID]",42;51,wave2,UNJUSTIFIED,"자동 그룹슬롯 보충 물질 — 자체 §10 근거 없음, 커리큘럼 근거 없음, 소속 그룹도 이미 회소하지 않음(다른 물질로 충분히 대표됨)","없음 (그룹 소속만 확인됨, 물질 단위 개별 근거 없음)",NONE,중복 검토(REMOVE/MERGE 후보),동일 CAMEO 그룹조합 보유 물질 1종과 역할 중복 가능: MERCURY OXIDE(15829-53-5)
7439-92-1,LEAD,42,wave2,UNJUSTIFIED,"자동 그룹슬롯 보충 물질 — 자체 §10 근거 없음, 커리큘럼 근거 없음, 소속 그룹도 이미 회소하지 않음(다른 물질로 충분히 대표됨)","없음 (그룹 소속만 확인됨, 물질 단위 개별 근거 없음)",NONE,중복 검토(REMOVE/MERGE 후보),"동일 CAMEO 그룹조합 보유 물질 13종과 역할 중복 가능: COPPER(7440-50-8); BISMUTH TELLURIDE(1304-82-1); TELLURIUM(13494-80-9); MANGANESE(7439-96-5); MOLYBDENUM(7439-98-7); PLATINUM(7440-06-4); RHODIUM (METAL FUME)(7440-16-6); SILVER(7440-22-4); THALLIUM(7440-28-0); TIN(7440-31-5); TUNGSTEN(7440-33-7); ARSENIC(7440-38-2); GALLIUM(7440-55-3) | §10.5에 범용 카테고리 문구('가연성 물질, 환원성 물질')만 있어 CASE 2 기준상 HAZARD-RELEVANT 단독 근거로 불충분(docs/hazard_relevant_sample_audit_2026-08-08.md)"
7439-96-5,MANGANESE,42,wave2,HAZARD-RELEVANT,"KOSHA MSDS §10.5(피해야 할 물질) 실측 구체적 물질군 근거 존재(water), 위험상호작용: metal",msds_sections §10.5 원문 재파싱 (금속/물/산화제 등 구체적 물질군),INDEPENDENT,유지 권고,
7439-98-7,MOLYBDENUM,42,wave2,HAZARD-RELEVANT,"KOSHA MSDS §10.5(피해야 할 물질) 실측 구체적 물질군 근거 존재(water), 위험상호작용: metal",msds_sections §10.5 원문 재파싱 (금속/물/산화제 등 구체적 물질군),INDEPENDENT,유지 권고,
